id,avg_hourly_steps,avg_intensity,active_hours_per_day
1503960366,547.7123655913979,0.2873655994623656,24
1624580081,190.9615894039735,0.09454745695364239,23.59375
1644430081,334.7942857142857,0.2471905,23.333333333333332
1844505072,69.60852197070572,0.05186417443408788,23.46875
1927972279,227.33245033112584,0.15035320794701987,23.59375
2022484408,530.93642384105965,0.30874172582781456,23.59375
2026352035,187.94827586206895,0.14739171352785146,23.5625
2320127002,72.29668874172185,0.05114789933774835,23.59375
2347167796,434.1664447403462,0.24951175233022638,23.46875
2873212765,350.92972972972973,0.24313064324324324,23.870967741935484
2891001357,30,0.16666666666666666,12
3372868164,264.58368495077355,0.23373182981715893,23.7
3977333714,238.49665327978582,0.13627846184738956,23.34375
4020332650,155.80774365821094,0.11241656208277703,23.40625
4057192912,80.48933333333333,0.040888888,23.4375
4319703577,331.39493293591653,0.22019376005961253,23.964285714285715
4445114986,200.3846153846154,0.1643899297082228,23.5625
4558609924,191.29310344827587,0.15053050530503978,23.5625
4702921684,334.1657681940701,0.20395329649595687,23.93548387096774
5553957443,290.43617021276594,0.17222961835106382,23.5
5577150313,396,0.34529681369863013,23.548387096774192
6117666160,329.36258992805756,0.22827339568345323,23.96551724137931
6290855005,220.57581573896354,0.15889315547024951,23.681818181818183
6391747486,17.825185185185184,0.011333331851851852,23.275862068965516
6775888955,209.2683284457478,0.17299609677419356,23.517241379310345
6962181067,589.5901856763926,0.3066092095490716,23.5625
7007744171,464.7659574468085,0.2940824587765957,23.5
7086361926,263.5066489361702,0.15274823670212767,23.5
8053475328,619.3872679045093,0.30492926392572944,23.5625
8253242879,38.36891891891892,0.023085582432432434,23.870967741935484
8378563200,335.3740053050398,0.23037137135278515,23.5625
8583815059,90.96246246246247,0.0671921966966967,23.785714285714285
8792009665,65.9973474801061,0.054266148541114057,23.5625
8877689391,709.4249667994688,0.3203851128818061,23.53125
