id,sleep_date,sleep_minutes,sleep_hours
6962181067,2016-03-20,449,7.483333333333333
6962181067,2016-03-21,427,7.116666666666666
6962181067,2016-03-22,537,8.95
6962181067,2016-03-23,563,9.383333333333333
6962181067,2016-03-24,461,7.683333333333334
6962181067,2016-03-25,503,8.383333333333333
6962181067,2016-03-26,476,7.933333333333334
6962181067,2016-03-27,516,8.6
6962181067,2016-03-28,515,8.583333333333334
6962181067,2016-03-29,397,6.616666666666666
6962181067,2016-03-30,418,6.966666666666667
6962181067,2016-03-31,509,8.483333333333333
6962181067,2016-04-01,527,8.783333333333333
6962181067,2016-04-02,399,6.65
6962181067,2016-04-03,537,8.95
6962181067,2016-04-04,363,6.05
6962181067,2016-04-05,358,5.966666666666667
6962181067,2016-04-06,474,7.9
6962181067,2016-04-07,423,7.05
6962181067,2016-04-08,402,6.7
6962181067,2016-04-09,434,7.233333333333333
6962181067,2016-04-10,414,6.9
6962181067,2016-04-11,393,6.55
6962181067,2016-04-12,366,6.1
7007744171,2016-03-14,87,1.45
7007744171,2016-03-24,62,1.0333333333333334
7007744171,2016-03-26,57,0.95
7007744171,2016-03-30,63,1.05
7007744171,2016-04-02,56,0.9333333333333333
7007744171,2016-04-03,70,1.1666666666666667
7007744171,2016-04-05,66,1.1
7007744171,2016-04-07,63,1.05
7086361926,2016-03-12,557,9.283333333333333
7086361926,2016-03-13,20,0.3333333333333333
7086361926,2016-03-14,414,6.9
7086361926,2016-03-15,392,6.533333333333333
7086361926,2016-03-16,404,6.733333333333333
7086361926,2016-03-17,396,6.6
7086361926,2016-03-20,460,7.666666666666667
7086361926,2016-03-21,521,8.683333333333334
7086361926,2016-03-23,440,7.333333333333333
7086361926,2016-03-25,281,4.683333333333334
7086361926,2016-03-26,311,5.183333333333334
7086361926,2016-03-27,68,1.1333333333333333
7086361926,2016-03-28,228,3.8
7086361926,2016-03-29,470,7.833333333333333
7086361926,2016-03-30,615,10.25
7086361926,2016-03-31,635,10.583333333333334
7086361926,2016-04-01,410,6.833333333333333
7086361926,2016-04-02,552,9.2
7086361926,2016-04-05,89,1.4833333333333334
7086361926,2016-04-06,454,7.566666666666666
7086361926,2016-04-07,503,8.383333333333333
7086361926,2016-04-08,389,6.483333333333333
7086361926,2016-04-09,466,7.766666666666667
7086361926,2016-04-10,36,0.6
7086361926,2016-04-11,497,8.283333333333333
7086361926,2016-04-12,410,6.833333333333333
8053475328,2016-03-29,498,8.3
8378563200,2016-03-11,110,1.8333333333333333
8378563200,2016-03-12,577,9.616666666666667
8378563200,2016-03-13,521,8.683333333333334
8378563200,2016-03-14,331,5.516666666666667
8378563200,2016-03-15,349,5.816666666666666
8378563200,2016-03-16,382,6.366666666666666
8378563200,2016-03-17,390,6.5
8378563200,2016-03-18,561,9.35
8378563200,2016-03-19,489,8.15
8378563200,2016-03-20,443,7.383333333333334
8378563200,2016-03-21,416,6.933333333333334
8378563200,2016-03-22,445,7.416666666666667
8378563200,2016-03-23,356,5.933333333333334
8378563200,2016-03-24,420,7
8378563200,2016-03-25,271,4.516666666666667
8378563200,2016-03-26,615,10.25
8378563200,2016-03-27,568,9.466666666666667
8378563200,2016-03-28,434,7.233333333333333
8378563200,2016-03-29,321,5.35
8378563200,2016-03-30,563,9.383333333333333
8378563200,2016-03-31,428,7.133333333333334
8378563200,2016-04-01,408,6.8
8378563200,2016-04-02,582,9.7
8378563200,2016-04-03,529,8.816666666666666
8378563200,2016-04-04,417,6.95
8378563200,2016-04-05,414,6.9
8378563200,2016-04-06,403,6.716666666666667
8378563200,2016-04-07,458,7.633333333333334
8378563200,2016-04-08,302,5.033333333333333
8378563200,2016-04-09,405,6.75
8378563200,2016-04-10,568,9.466666666666667
8378563200,2016-04-11,330,5.5
8378563200,2016-04-12,247,4.116666666666666
8792009665,2016-03-27,391,6.516666666666667
8792009665,2016-03-28,389,6.483333333333333
8792009665,2016-03-29,196,3.2666666666666666
8792009665,2016-03-30,442,7.366666666666666
8792009665,2016-04-01,480,8
8792009665,2016-04-03,479,7.983333333333333
8792009665,2016-04-04,566,9.433333333333334
8792009665,2016-04-05,384,6.4
8792009665,2016-04-06,427,7.116666666666666
8792009665,2016-04-07,446,7.433333333333334
8792009665,2016-04-08,424,7.066666666666666
8792009665,2016-04-09,601,10.016666666666667
